date,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
56012e50,5.8,5.0,4.3,6.3,2.2,1.8,1.5,1.2,1.5,0.9,11.2,7.0,7.0,7.6,6.0,7,1,6,6,6,16.2,15.2,14.7,17.0,13.1,7.8,3.8,2.9,4.6,2.4,7,1,6,6,6,1016.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.7,-3.9,-3.7,-2.9,-6.8,0.0,0.0,0.0,0.0,0.0
5726e62c,20.8,20.7,19.3,20.0,15.6,1.5,1.4,0.9,1.0,0.5,8.2,6.9,7.2,6.0,3.7,6,5,6,6,4,28.0,28.3,26.8,27.8,23.3,6.2,3.8,2.8,3.9,2.1,6,4,6,6,4,1020.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.5,16.0,14.9,14.9,10.4,0.0,0.0,1.0,0.0,0.0
5853736a,8.1,7.5,8.1,7.6,5.7,1.4,1.2,1.2,0.7,0.9,9.8,6.2,6.3,6.0,5.7,7,6,1,6,5,19.0,18.1,17.3,17.5,17.2,7.3,3.9,2.1,3.3,2.2,7,6,2,6,4,1019.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.9,0.6,3.0,1.9,-0.3,0.0,0.0,0.0,0.0,0.0
59ce0c46,24.0,23.5,21.4,23.3,20.4,4.3,4.4,1.0,0.9,1.5,12.6,16.0,8.9,7.0,10.7,6,6,6,6,5,28.7,28.2,25.1,26.8,25.5,8.7,10.0,2.1,2.9,3.7,7,6,6,2,3,998.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.8,20.0,18.9,20.8,17.0,5.0,8.0,49.5,1.5,28.5
5a0927ad,26.7,26.9,24.7,26.4,22.3,2.2,2.2,0.9,1.8,0.8,14.6,10.7,6.9,8.4,7.4,7,1,6,4,4,35.5,36.1,32.9,35.6,30.9,8.6,6.7,2.7,4.5,3.2,6,6,6,6,6,1010.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.5,21.3,20.6,20.7,16.4,1.0,0.0,3.0,3.0,2.5
5a435898,11.4,10.4,11.3,13.0,8.5,2.6,3.0,1.3,1.7,0.8,11.5,12.9,6.3,9.3,8.0,4,4,6,6,4,19.4,19.7,18.9,20.4,15.2,7.2,7.1,3.1,5.7,3.3,4,5,6,6,6,1018.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.2,2.1,5.8,7.0,2.8,9.0,5.0,14.5,8.5,7.0
5a5f63bc,6.2,4.6,3.8,5.7,2.6,4.0,2.8,0.9,1.2,2.2,22.4,13.7,9.7,8.4,16.8,3,7,1,0,7,10.0,9.2,7.8,10.5,6.2,13.5,7.1,2.3,4.0,5.8,3,3,3,0,3,998.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.3,-2.0,-2.7,-0.7,-2.5,8.0,7.5,12.5,6.5,17.5
5a92fc3a,15.0,13.8,13.7,14.7,11.0,1.8,2.8,1.5,1.7,1.5,10.9,11.3,8.2,10.9,10.6,7,2,2,4,1,25.1,23.3,24.1,26.3,21.2,7.6,7.1,2.6,5.9,3.7,7,2,5,6,3,1013.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.8,4.5,5.4,5.0,2.5,0.0,0.0,0.0,0.0,0.0
5af7fc35,2.8,1.3,0.9,3.2,-0.9,3.7,3.1,0.9,1.3,1.6,15.3,15.4,8.5,9.8,9.9,6,3,6,2,3,7.8,6.2,5.8,8.9,2.5,9.2,8.8,2.6,4.5,4.1,6,3,6,2,3,1010.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.9,-2.2,-2.7,-1.7,-5.0,0.0,0.0,1.5,0.0,1.0
5b74a697,21.7,20.9,21.1,22.0,19.2,2.2,2.5,0.5,1.1,0.7,10.0,11.3,3.4,7.0,8.6,6,6,6,6,3,25.2,24.8,24.9,28.1,21.7,5.5,7.0,1.4,4.0,3.6,6,6,0,3,1,1011.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.8,19.2,19.2,19.0,16.9,39.5,21.0,10.0,51.5,48.0
5b8cda4b,10.1,9.3,8.9,10.3,6.7,2.2,1.8,1.4,1.4,1.0,11.1,10.2,7.0,7.5,7.1,3,4,6,6,3,19.4,19.1,18.1,20.3,15.7,6.8,5.0,2.8,4.3,2.9,6,4,6,6,3,1009.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.3,-0.7,0.6,0.6,-2.6,0.0,0.0,0.0,0.0,0.0
5bf303a1,2.6,1.7,-0.4,2.5,-1.8,3.7,3.2,0.7,1.1,1.2,12.7,13.8,7.5,8.8,9.1,6,3,6,6,7,7.2,4.8,4.5,8.5,2.4,8.0,8.1,2.7,4.8,4.1,6,3,6,6,3,1014.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.5,-1.3,-4.7,-2.9,-6.2,0.0,0.0,1.5,0.0,1.5
5c05d09a,3.4,1.8,0.9,2.1,-0.5,1.8,2.1,0.7,0.7,0.5,10.6,12.6,3.5,3.8,6.3,7,4,2,2,1,8.6,8.1,4.1,6.4,5.1,6.2,6.7,1.6,2.4,2.2,7,6,2,2,3,1011.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.5,-5.2,-2.7,-2.7,-6.4,0.0,0.0,0.0,0.0,0.0
5d6b929c,4.4,3.6,1.6,4.4,0.6,4.4,2.9,1.0,1.5,1.9,15.9,16.4,8.4,9.3,12.8,6,7,6,0,3,8.6,7.4,7.1,10.0,4.1,10.1,8.1,3.5,4.7,4.7,7,7,6,6,3,1017.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.3,-1.4,-2.7,-0.7,-2.8,0.0,0.0,3.0,0.0,1.0
5dca1564,25.3,25.0,22.3,25.7,20.7,1.8,1.6,0.6,1.2,0.5,8.3,6.9,3.7,5.2,4.7,3,4,6,6,6,31.0,30.6,28.0,32.8,26.8,5.6,3.7,1.4,3.2,1.9,3,4,6,6,6,1010.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.2,20.9,19.1,21.6,16.5,0.0,0.0,2.0,0.0,0.0
5dd4866f,7.4,5.2,2.9,5.9,1.6,3.7,2.5,0.9,0.9,0.8,11.4,10.6,5.4,4.6,10.1,6,6,6,0,3,14.4,13.8,12.0,16.7,9.8,7.6,7.0,2.4,2.5,4.0,6,6,6,5,3,1009.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.3,-0.5,-2.1,-0.5,-3.5,0.0,0.0,0.0,0.0,0.0
5e481671,24.3,1010.2162544169602,21.3,23.7,19.0,3.3,1010.2162544169602,0.9,1.1,0.9,13.0,1010.2162544169602,7.5,9.2,8.5,3,5,6,6,7,30.6,1010.2162544169602,29.0,31.9,26.1,9.1,1010.2162544169602,3.0,3.7,3.0,7,5,6,6,7,1006.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.9,1010.2162544169602,17.4,18.1,14.3,0.0,1010.2162544169602,0.0,0.0,0.0
5e5b0ac7,16.0,15.4,15.0,16.8,12.1,1.3,1.8,0.9,1.2,0.6,4.9,6.5,5.6,5.6,3.9,1,2,7,6,4,22.6,22.4,21.6,23.2,19.3,3.7,4.3,1.9,3.5,2.6,6,2,2,6,4,1013.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.8,9.5,10.4,13.5,5.9,0.0,0.0,0.0,0.0,0.0
5ecc1e8f,1.6,0.0,-0.4,0.9,-1.2,1.8,1.3,1.1,0.6,0.9,12.2,8.2,6.3,4.3,8.3,7,6,2,2,3,13.7,11.9,8.7,12.5,10.4,9.0,5.7,2.1,2.8,3.0,7,6,0,2,3,1020.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-6.0,-7.5,-4.9,-5.8,-7.9,0.0,0.0,0.0,0.0,0.0
5f82edbb,18.2,18.0,16.2,18.2,14.4,2.2,2.3,1.1,1.4,0.8,10.7,10.3,7.0,7.0,7.4,3,2,7,6,6,27.2,26.6,24.7,27.8,24.5,6.6,6.0,3.1,3.7,2.7,3,2,6,6,6,1010.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,12.6,12.4,11.0,12.6,6.7,2.5,0.0,3.5,1.5,3.5
6009e5ff,9.4,8.9,9.1,10.1,8.3,1.8,3.0,0.8,0.8,0.7,7.8,12.6,6.6,3.8,6.9,6,6,2,6,3,15.5,14.5,13.8,16.1,13.3,5.3,8.2,2.4,2.0,2.9,7,6,2,6,3,1014.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.0,0.0,3.8,4.2,0.0,0.5,0.5,4.0,0.0,1.5
609720d7,1.2,0.2,-0.8,1.9,-2.6,4.6,3.7,1.0,1.6,1.9,19.7,13.4,8.8,9.2,13.4,7,4,6,6,6,6.2,4.1,4.6,7.4,0.7,10.4,6.8,2.7,4.9,4.9,7,6,6,6,3,1008.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.4,-3.3,-3.6,-2.2,-6.4,0.0,0.0,1.0,0.0,0.5
60d6902d,25.6,24.5,23.8,25.3,21.0,2.3,1.5,1.0,1.3,0.6,8.3,8.8,5.1,6.9,6.6,4,4,7,7,4,32.7,32.1,30.7,33.4,28.3,6.0,5.2,2.4,3.4,2.6,6,4,6,6,4,1011.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.1,19.0,19.6,19.4,15.8,0.0,0.0,0.0,0.0,0.0
628466c4,24.7,22.3,22.2,25.5,20.1,2.1,3.8,0.9,1.8,0.8,9.6,10.7,6.5,7.7,6.9,2,2,6,4,5,30.9,27.4,29.1,31.7,27.1,5.5,7.0,2.1,4.2,2.9,0,2,6,6,4,1008.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.9,19.2,18.3,22.4,15.4,0.0,0.0,3.0,0.0,0.0
654fe7cf,22.8,22.2,21.5,22.1,19.0,2.7,3.6,0.5,1.1,0.4,9.5,12.0,3.7,5.1,4.3,6,4,6,6,5,26.0,26.3,25.7,27.2,23.3,6.6,6.9,1.5,2.5,1.7,6,4,6,6,3,1004.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.5,20.0,19.6,18.5,15.9,4.0,1.0,7.5,12.5,16.0
6597a10b,7.8,5.9,4.9,8.0,3.9,5.4,5.3,1.1,1.6,2.2,16.4,17.3,9.2,9.6,11.9,7,3,6,4,3,12.2,10.9,10.5,14.7,8.7,10.7,10.3,4.2,5.1,4.6,7,3,6,4,7,1008.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.0,-2.1,-2.5,0.0,-3.7,0.0,1.5,0.0,0.0,2.5
66e5b322,4.4,3.3,4.4,5.6,1.9,1.8,1.1,1.1,1.0,0.6,8.3,7.1,9.1,4.6,6.2,6,5,6,2,5,11.2,10.8,10.8,12.5,7.7,5.9,4.3,3.5,2.8,1.7,7,6,6,2,4,1015.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.0,-3.9,-1.0,0.8,-4.5,2.0,5.0,3.0,1.5,5.5
672052fa,14.9,14.9,15.2,15.0,13.7,1.8,2.7,1.0,0.6,0.5,6.4,10.0,4.4,6.9,5.6,6,1,3,6,7,15.9,17.5,16.4,16.5,14.9,4.4,5.8,1.6,3.5,2.0,7,2,2,6,7,1011.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.3,13.1,14.0,14.0,12.0,79.5,52.0,62.5,82.5,107.0
676d2b0c,16.3,16.0,15.9,16.4,13.8,1.9,2.9,1.2,1.0,0.5,7.9,11.8,7.6,5.8,5.1,7,1,0,6,0,19.0,19.7,18.8,17.5,15.5,5.3,7.0,2.5,2.7,2.0,7,1,2,6,4,989.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.4,13.9,13.8,15.3,11.6,25.0,25.5,14.5,37.5,55.5
6789a373,21.0,20.0,19.2,21.1,16.3,1.7,1.2,1.0,1.5,0.5,8.3,6.7,5.4,7.8,4.3,3,2,6,6,3,28.4,27.2,27.5,29.0,23.8,6.0,3.5,2.3,3.8,1.9,6,2,6,6,6,1017.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.9,13.5,13.9,16.0,10.8,0.0,0.0,1.5,0.0,0.0
67ff36c4,9.9,9.7,8.5,10.0,6.2,2.2,2.9,0.9,0.9,0.7,8.3,11.9,4.6,6.0,6.9,6,6,6,6,1,15.7,15.3,14.2,17.0,12.6,5.6,7.4,1.9,3.4,2.6,6,6,6,6,3,1013.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.7,6.1,5.3,5.0,1.2,0.0,0.0,2.5,0.0,1.5
6812a70f,16.7,16.3,14.4,16.8,12.0,3.8,2.3,1.4,1.5,1.8,14.7,12.7,10.7,9.3,11.2,6,3,6,4,2,23.2,23.8,22.1,25.2,18.6,9.2,6.3,3.4,4.7,4.7,6,3,6,5,3,1005.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.7,8.6,6.9,9.8,5.5,0.0,0.0,0.0,0.0,0.0
68a9faf1,12.6,12.1,12.4,13.1,10.2,1.7,1.6,0.7,1.1,0.5,7.1,8.9,5.4,5.7,5.6,6,6,6,6,5,17.9,16.9,18.8,18.1,16.5,4.9,4.5,2.4,3.4,2.4,6,6,6,6,4,1009.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,9.0,8.3,9.1,10.7,5.8,3.5,1.5,4.0,10.5,7.0
68c7000b,20.6,21.0,19.0,20.2,17.0,1.6,2.0,0.7,1.5,0.6,7.8,12.4,6.2,16.5,9.1,3,2,6,2,3,27.9,27.7,26.3,29.0,24.3,5.2,7.8,2.5,10.7,3.3,3,2,6,2,3,1010.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.8,16.4,15.3,16.3,13.2,5.0,0.0,2.0,29.5,15.5
6921af70,21.3,19.7,20.2,21.7,18.0,1.5,2.5,0.7,1.3,0.4,5.2,8.5,4.6,6.9,3.2,0,1,6,6,7,24.6,23.8,23.8,24.9,21.3,3.2,5.6,1.9,4.3,1.8,0,2,6,6,4,1012.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.8,16.4,18.0,19.7,15.7,0.0,0.0,0.0,0.0,0.0
697775d5,22.5,22.8,20.9,23.8,19.2,1.9,1.4,0.9,1.6,0.7,11.0,9.5,5.4,8.7,5.6,6,2,6,6,4,30.7,31.8,29.4,32.2,26.6,7.4,5.9,1.9,4.9,2.2,6,2,6,6,3,1008.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.2,17.4,16.6,18.7,14.0,42.5,19.0,8.0,11.5,6.5
6a42207a,21.0,20.8,18.0,20.1,16.0,3.7,2.5,1.0,1.4,1.3,12.2,10.9,6.8,8.5,9.9,3,3,6,6,7,29.3,28.6,27.5,30.1,24.7,9.2,6.7,2.9,4.3,4.0,3,6,6,6,3,999.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.1,11.5,10.7,11.4,7.8,0.5,0.5,4.0,1.5,0.5
6ab8cb61,22.6,22.0,21.8,22.5,19.4,2.2,1.6,0.6,1.0,0.6,9.8,15.8,5.6,6.1,8.4,6,4,6,6,1,27.2,25.9,27.0,27.7,23.6,6.6,8.3,2.1,3.7,2.8,7,4,6,6,3,1001.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.4,19.6,19.6,20.0,15.6,38.0,43.0,41.5,94.0,62.5
6af11d0d,22.4,21.9,20.6,22.5,17.8,2.6,2.3,0.8,1.7,0.6,11.0,11.4,7.0,7.3,6.2,4,6,7,6,3,27.5,27.9,26.4,28.6,24.2,7.9,5.4,1.9,4.4,2.7,6,6,6,6,3,1007.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.8,18.0,16.1,18.1,12.5,2.5,2.5,1.0,2.0,2.5
6b89dac3,0.8,-0.3,-2.4,1.1,-2.9,2.6,1.4,0.5,1.3,0.9,9.2,7.3,5.1,6.0,5.6,6,6,7,7,3,10.4,9.2,5.8,12.0,6.7,7.0,4.7,1.8,3.4,2.5,7,6,6,6,7,1011.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-6.6,-8.3,-8.6,-5.7,-10.7,0.0,0.0,0.0,0.0,0.0
6c75dc76,24.9,24.7,22.9,25.2,20.8,2.2,1.4,1.0,1.9,0.8,8.3,5.9,5.4,7.1,7.1,4,2,7,4,4,32.9,31.8,31.5,32.9,28.0,5.7,3.6,2.3,4.2,3.0,6,2,6,6,4,1007.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.1,17.9,17.0,18.9,14.7,0.0,0.0,0.0,1.0,4.0
6d3d782c,10.1,10.0,9.1,10.5,6.7,1.9,2.4,1.5,1.8,0.9,9.4,10.6,8.1,8.2,7.1,5,4,6,6,6,21.1,20.8,19.8,21.5,18.1,5.6,6.0,3.4,4.8,3.2,5,4,6,6,3,1013.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.2,-0.9,-0.7,-0.1,-3.4,0.0,0.0,0.0,0.0,0.0
6db80968,23.2,21.4,20.9,22.5,19.5,3.0,1.3,0.6,1.0,0.7,11.7,8.5,5.3,5.7,4.9,3,4,6,6,6,29.3,29.1,26.9,29.9,25.1,8.3,4.7,1.9,3.5,2.1,7,4,6,6,6,1001.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.4,17.1,18.0,18.7,15.5,8.0,4.5,11.5,3.0,9.0
6e251c2e,1.9,1.7,-0.1,1.5,-1.5,3.3,2.3,0.6,1.0,1.1,16.6,13.4,6.0,8.4,9.5,7,3,6,6,3,8.5,8.0,4.5,9.4,3.3,11.5,6.8,2.2,4.5,4.2,7,3,6,6,3,1017.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.6,-3.9,-3.2,-3.7,-6.4,0.0,0.0,0.0,0.0,0.0
6e57e232,23.2,22.2,21.7,22.6,19.6,2.3,1.6,0.8,1.0,0.6,10.3,10.1,5.9,6.0,5.0,4,4,6,3,7,29.4,26.9,28.5,29.3,25.1,6.4,5.4,2.3,3.2,1.9,4,4,6,6,3,1007.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.8,18.8,17.6,17.6,14.6,2.5,6.0,9.5,0.0,1.5
6f0929dc,13.4,12.0,11.5,13.3,8.9,3.4,2.5,1.1,1.3,1.4,13.8,12.4,7.3,8.2,11.5,6,4,7,6,1,21.2,20.7,19.9,22.5,17.4,8.8,6.9,2.9,4.7,4.8,6,3,6,6,3,1003.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.1,4.0,4.9,4.3,0.9,0.0,0.0,0.0,0.0,0.0
72a250be,23.8,23.9,23.6,23.4,20.1,2.0,1.3,1.1,1.1,0.7,23.2,11.7,6.3,9.7,6.1,3,3,6,2,6,35.0,33.9,33.4,33.8,29.2,15.1,6.1,2.3,6.1,2.3,1,3,6,2,6,1006.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.7,20.6,18.9,19.5,15.9,37.5,1.5,4.5,30.5,13.5
72b606b3,17.5,17.8,16.6,17.5,13.3,2.1,2.5,1.4,1.7,0.7,13.7,11.9,7.2,11.2,5.9,6,4,6,2,6,27.8,26.4,25.6,28.1,23.0,9.4,5.9,2.8,6.8,2.7,6,6,6,2,3,1015.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.1,9.9,9.9,11.0,6.8,3.0,0.0,0.5,21.0,0.5
73095bf2,5.6,3.3,7.1,6.7,3.5,1.7,3.0,0.6,1.2,0.5,10.1,10.6,4.8,10.4,5.3,6,2,2,6,4,9.5,6.7,12.0,9.6,7.4,5.8,5.8,1.9,6.2,3.1,7,2,6,6,5,1012.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.0,0.9,4.5,4.0,0.5,38.0,24.5,32.0,42.0,33.0
7498cf6c,24.4,24.2,22.9,24.1,21.1,1.7,1.3,0.7,1.1,0.6,12.0,8.5,5.8,11.3,5.2,6,0,6,2,4,31.4,31.7,31.0,32.5,28.0,6.6,4.7,2.5,6.5,2.5,7,2,6,2,4,998.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.1,20.4,19.6,19.6,17.1,39.5,0.0,0.5,3.0,0.5
7569f981,21.6,20.7,19.5,21.9,17.6,1.5,1.4,0.9,1.3,0.6,7.2,8.0,5.8,8.0,5.3,6,2,6,6,4,28.3,27.7,27.3,29.3,24.2,5.3,4.8,2.2,4.4,2.3,6,2,6,6,4,1009.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.4,16.2,15.7,18.1,14.4,0.0,0.0,0.0,1.0,1.0
75ca8963,25.7,24.2,23.6,24.8,21.5,2.0,1.3,0.6,1.3,0.4,10.6,8.4,4.9,10.6,5.6,7,4,6,2,1,32.4,29.8,31.0,33.5,28.0,7.4,4.6,2.0,6.2,1.6,6,6,6,2,5,1006.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.8,21.1,21.0,20.3,17.4,3.0,2.0,28.0,3.5,8.0
76b74f14,22.1,20.8,19.5,21.8,17.4,2.7,1.7,1.2,1.0,1.2,13.2,9.5,6.7,7.3,8.2,7,3,6,6,1,31.6,28.3,29.0,32.2,26.9,9.5,5.5,2.1,3.8,3.6,6,3,6,6,3,1010.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.4,13.9,14.0,14.5,10.0,0.0,0.0,0.0,0.0,0.0
780edf3f,20.1,19.5,18.5,20.2,16.1,1.8,2.3,0.8,1.1,0.8,9.5,9.3,5.7,5.2,3.9,3,2,6,6,4,28.0,27.1,26.1,29.5,24.6,6.7,6.0,1.7,3.2,2.1,3,2,6,6,4,1006.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.4,13.1,13.8,13.9,10.5,0.0,0.0,0.0,0.0,0.0
78381bcc,18.2,17.9,17.3,18.3,14.5,1.2,1.5,0.6,0.8,0.4,6.0,9.1,6.1,3.6,3.4,6,4,6,6,7,21.9,21.8,20.7,21.9,18.9,4.6,4.8,1.4,2.2,1.5,6,4,6,6,1,1004.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.0,15.5,15.5,16.1,11.8,9.5,6.5,12.5,14.0,16.5
7995e572,17.1,16.3,16.4,17.1,14.9,1.6,2.1,1.0,1.0,0.9,12.8,12.1,6.8,7.4,6.2,6,1,6,0,6,23.3,23.9,23.4,24.0,22.0,6.3,7.2,2.1,3.9,2.7,6,2,6,2,7,998.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.1,13.5,11.6,14.7,9.0,70.0,65.0,54.0,96.0,91.5
7ab78817,17.8,17.5,14.4,17.6,12.6,3.9,3.4,0.6,1.4,0.9,11.5,12.3,4.8,7.6,6.9,3,4,6,6,3,22.2,22.9,19.8,23.7,18.0,7.9,6.7,2.0,4.1,2.9,3,4,6,6,3,999.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.6,13.1,11.4,13.3,6.9,0.0,0.5,0.0,0.0,0.0
7af39a00,22.9,22.2,20.6,22.2,18.8,2.6,2.1,0.8,1.5,0.7,11.1,10.5,6.8,8.1,6.7,6,4,6,6,6,29.3,29.4,25.1,27.6,25.0,7.4,5.3,2.7,4.2,3.1,4,6,6,6,6,1006.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.1,16.7,18.3,18.7,16.1,0.0,0.0,0.0,0.0,0.0
7b08d556,10.1,9.2,8.9,10.8,7.3,2.8,3.5,1.4,1.6,1.0,13.2,16.4,8.8,9.9,8.2,4,4,6,6,3,19.8,19.3,18.7,20.6,15.8,8.3,9.7,3.8,5.2,3.4,4,4,6,6,3,1001.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.2,-1.9,0.1,1.1,-1.9,5.5,3.0,2.5,1.0,7.0
7b2630b4,13.9,13.8,12.0,14.2,10.7,2.4,2.3,1.4,1.3,1.2,12.0,10.6,6.8,7.3,7.3,3,6,6,6,4,25.4,24.3,22.5,26.1,22.0,7.8,5.3,2.8,3.8,3.1,3,4,6,6,6,1012.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.6,3.1,3.0,3.9,0.2,0.0,0.0,0.0,0.0,0.0
7f5e271c,26.4,26.3,24.5,26.6,21.9,2.2,1.9,0.8,1.7,0.6,9.1,9.2,6.0,8.0,7.1,6,1,6,7,6,33.0,33.8,31.3,33.4,29.5,6.8,5.2,2.6,4.2,3.0,6,4,6,6,4,1005.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.2,21.2,20.4,21.5,18.3,0.0,0.0,0.0,0.0,0.0
809b6e9a,3.3,2.4,2.9,3.9,0.6,1.2,1.2,0.6,0.9,0.4,4.9,7.7,4.1,4.2,2.6,2,1,1,6,4,6.7,4.1,4.2,5.6,2.5,4.0,3.1,1.6,2.5,1.2,2,1,2,6,5,1005.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.7,0.5,1.5,2.2,-1.1,8.0,9.0,8.0,10.0,8.5
80aa05a6,7.0,5.1,6.7,8.2,3.3,4.1,4.2,1.0,1.7,0.9,14.5,11.9,5.5,9.8,8.6,2,2,3,6,4,12.7,10.1,14.0,15.3,9.1,9.3,7.6,2.1,5.1,3.2,2,2,0,6,5,1003.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.1,1.3,1.4,2.6,-0.4,0.0,0.5,0.0,0.5,0.0
80f5f267,22.8,21.7,20.4,22.7,19.1,1.9,1.8,1.0,1.5,0.6,7.4,8.2,6.1,8.8,5.0,6,2,6,6,4,29.9,29.3,27.9,29.9,25.8,5.0,4.8,2.6,4.6,2.1,6,2,6,6,6,1011.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.8,15.2,16.5,19.4,16.1,0.0,0.0,0.5,0.0,0.5
