date,label,avg.temp_A,avg.temp_B,avg.temp_C,avg.temp_D,avg.temp_E,avg.wind.speed_A,avg.wind.speed_B,avg.wind.speed_C,avg.wind.speed_D,avg.wind.speed_E,max.inst.wind.speed_A,max.inst.wind.speed_B,max.inst.wind.speed_C,max.inst.wind.speed_D,max.inst.wind.speed_E,max.inst.wind.speed.dir_A,max.inst.wind.speed.dir_B,max.inst.wind.speed.dir_C,max.inst.wind.speed.dir_D,max.inst.wind.speed.dir_E,max.temp_A,max.temp_B,max.temp_C,max.temp_D,max.temp_E,max.wind.speed_A,max.wind.speed_B,max.wind.speed_C,max.wind.speed_D,max.wind.speed_E,max.wind.speed.dir_A,max.wind.speed.dir_B,max.wind.speed.dir_C,max.wind.speed.dir_D,max.wind.speed.dir_E,min.atmos.pressure_A,min.atmos.pressure_B,min.atmos.pressure_C,min.atmos.pressure_D,min.atmos.pressure_E,min.temp_A,min.temp_B,min.temp_C,min.temp_D,min.temp_E,precipitation_A,precipitation_B,precipitation_C,precipitation_D,precipitation_E
3200d46e,2,8.4,7.2,5.7,8.7,4.1,3.1,3.1,1.0,1.4,1.5,12.1,13.4,7.2,10.5,11.8,6,6,6,2,3,14.2,13.1,10.5,15.8,9.3,7.5,7.5,2.3,5.4,3.4,6,6,0,2,3,1011.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.0,2.4,0.1,2.1,-2.6,4.5,5.5,4.5,2.0,8.0
326a865f,2,18.1,17.1,17.1,18.3,14.9,1.5,2.0,0.6,0.8,0.3,7.6,9.2,3.4,6.9,5.3,6,2,3,6,4,20.3,19.5,19.5,19.2,16.4,5.2,5.0,1.5,3.1,1.7,6,2,0,6,6,1018.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,16.4,15.2,15.5,17.3,13.8,14.5,11.0,18.5,13.5,21.0
328e0e20,1,17.8,16.5,15.1,15.8,14.2,4.9,3.5,1.2,0.8,2.1,21.5,16.1,9.9,3.9,15.8,3,6,6,2,3,21.9,19.9,18.2,18.1,18.5,9.4,8.0,2.4,2.5,4.6,7,6,6,2,3,987.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.6,13.6,10.9,12.3,9.4,4.5,11.0,45.0,9.5,15.5
3316291c,2,8.5,8.2,6.1,8.3,4.1,3.9,3.0,1.2,1.1,1.1,16.1,14.1,7.4,8.6,9.1,3,3,6,6,1,14.7,13.3,13.3,15.7,10.6,9.8,7.7,2.9,4.0,3.4,7,3,6,6,3,1012.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.0,1.9,1.2,3.4,-1.4,0.0,0.0,0.0,0.0,0.0
332816cd,2,26.4,26.2,24.2,26.8,21.4,2.3,1.5,0.7,1.5,0.6,10.9,9.6,6.5,5.9,4.4,4,6,6,6,6,32.5,31.6,30.2,32.1,27.9,7.5,5.6,2.7,3.4,2.2,4,6,6,6,1,1007.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.0,22.9,21.9,23.7,17.7,0.0,0.0,3.5,0.0,1.0
33bf2997,2,11.6,9.3,12.1,13.1,9.1,3.1,4.6,1.0,1.8,1.0,15.5,14.7,7.0,8.2,8.8,2,2,2,6,3,17.0,13.6,17.8,20.1,16.3,8.5,9.6,3.2,5.1,2.7,2,2,6,6,0,1007.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.2,2.8,4.7,5.6,0.4,0.0,2.0,1.0,6.5,0.5
34633953,2,7.1,6.6,7.1,8.3,4.3,1.8,2.4,1.2,1.0,0.6,8.3,10.9,7.0,5.3,7.6,5,4,6,6,1,14.1,14.8,15.2,14.9,11.1,5.5,6.7,3.4,3.3,3.7,6,6,6,6,3,1019.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.3,-1.8,0.9,3.7,-1.5,0.0,0.0,0.0,0.0,0.0
34dec5f6,1,25.2,24.9,23.9,24.7,21.8,2.4,1.9,1.1,1.4,0.5,10.1,13.8,6.7,8.7,5.3,6,4,6,7,4,32.2,31.7,31.7,32.4,28.2,6.5,8.0,2.7,4.8,2.1,6,4,6,6,4,1007.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.2,20.5,20.3,21.5,19.1,5.5,0.5,2.0,3.5,5.5
34e0fa27,2,9.2,8.5,8.3,7.6,5.1,1.2,2.6,1.4,0.7,1.0,6.0,9.2,6.2,5.3,7.0,7,2,1,6,4,18.5,16.7,17.2,17.9,17.1,3.9,5.6,2.1,3.1,3.0,3,2,2,6,4,1023.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.8,2.2,3.6,1.6,-0.2,0.0,0.0,0.0,0.0,0.0
361ff143,2,3.6,2.7,0.9,3.4,0.2,2.7,1.9,0.8,1.2,1.0,13.8,12.4,5.6,7.1,8.9,7,1,6,6,7,11.6,10.5,9.2,13.1,7.9,10.7,5.5,2.6,4.2,3.7,7,4,6,6,3,1017.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.2,-3.0,-4.0,-2.5,-5.0,0.0,0.0,0.0,0.0,0.0
36330a4b,2,14.3,13.2,13.0,14.2,10.4,1.8,1.5,0.9,1.0,0.7,9.8,9.1,5.3,6.0,6.0,3,1,6,6,1,20.8,19.5,18.9,22.0,16.8,6.8,4.5,2.1,3.6,2.4,7,1,6,6,3,1010.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,11.0,9.6,10.4,10.8,6.6,0.0,0.0,0.0,0.0,0.0
364a31e5,1,24.4,23.8,23.0,24.2,21.8,1.8,0.8,0.7,1.1,0.6,10.0,6.0,5.8,6.2,6.4,3,5,6,6,4,31.6,29.1,28.6,32.1,29.0,7.0,3.7,2.0,3.8,2.0,3,5,6,6,6,1008.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.2,19.6,20.9,19.5,17.7,17.5,4.0,51.5,4.5,0.0
36fccda7,0,22.3,22.0,21.7,21.5,19.6,2.8,3.8,0.5,1.1,1.0,7.4,12.7,5.4,3.7,8.0,7,6,6,2,3,25.2,26.5,24.3,24.5,22.4,5.2,7.2,1.2,2.3,2.9,7,6,6,2,1,1010.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.9,20.2,20.3,19.9,17.1,43.0,16.5,27.5,125.5,61.0
3721923e,1,4.0,2.3,4.3,4.6,2.5,1.1,1.1,1.2,0.7,0.9,5.5,5.1,6.5,3.2,5.7,3,6,2,2,5,14.3,12.5,12.5,13.5,11.1,3.7,3.2,1.9,2.2,2.6,3,6,2,2,6,1023.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.7,-4.2,-0.2,-0.6,-3.2,0.0,0.0,0.0,0.0,0.0
3771b345,2,8.4,6.7,5.1,6.6,3.1,3.7,2.0,0.7,0.9,0.9,17.3,9.5,5.6,5.1,9.7,7,6,6,5,3,13.4,14.2,12.1,16.2,12.1,10.8,5.3,1.8,2.7,3.3,7,6,6,5,3,1012.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.4,0.6,0.8,2.9,-1.3,0.0,0.0,0.0,0.0,0.0
379195ab,2,21.0,20.2,19.4,21.2,16.4,2.1,2.8,0.9,1.5,0.8,9.7,10.7,6.4,7.7,6.8,4,1,6,6,4,28.1,27.3,26.9,28.4,23.9,6.5,6.1,2.7,4.7,2.6,6,2,6,6,4,1003.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,14.2,14.4,12.9,16.0,10.9,0.0,0.0,0.0,0.0,0.0
37deaee4,2,4.9,3.8,2.5,4.4,0.6,2.1,2.4,0.8,0.9,0.7,12.7,8.6,4.1,7.6,6.5,7,2,0,6,3,10.8,8.1,8.7,12.4,7.6,9.5,5.5,1.7,4.2,2.2,7,2,2,6,3,1013.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.2,-2.3,-0.8,0.0,-3.5,0.0,0.0,0.5,0.0,0.0
38330892,2,5.1,4.9,3.9,5.8,2.6,3.1,2.9,0.8,1.2,1.5,21.1,16.7,6.8,9.5,11.7,7,3,6,2,3,11.6,12.8,8.5,11.6,8.1,10.8,9.5,2.8,5.0,4.6,6,3,6,0,3,1012.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-1.6,-2.1,-3.7,-1.8,-5.2,0.0,0.0,2.5,0.0,0.0
383ab176,2,27.6,25.9,24.7,26.3,22.7,3.2,1.7,0.7,1.1,0.6,11.9,7.5,4.8,4.6,4.3,3,6,6,7,3,34.2,32.3,31.1,34.1,30.1,7.3,4.1,1.9,3.2,1.8,7,6,6,2,3,999.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,22.6,21.9,21.0,21.6,17.6,0.0,0.0,0.0,0.0,0.0
384288eb,1,13.9,14.5,12.1,14.0,9.2,2.4,3.0,0.8,1.7,1.0,10.6,13.9,7.4,8.4,6.6,6,4,6,6,3,20.8,22.1,18.4,22.2,16.9,6.9,7.7,3.3,5.0,3.2,7,4,6,6,4,1016.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,8.1,9.4,7.4,6.8,2.8,0.0,0.0,0.0,0.0,0.0
38de5d00,2,10.5,9.3,8.6,10.9,6.3,4.1,2.7,1.2,1.6,1.9,14.4,12.0,8.5,12.5,12.2,3,3,3,0,3,15.8,14.3,15.3,18.0,11.5,10.1,6.3,2.9,6.7,4.6,7,3,7,0,3,1008.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.0,2.3,1.4,3.3,-1.5,9.0,11.5,11.5,7.0,14.0
39b80db2,2,18.3,17.7,17.3,18.0,13.5,2.6,2.4,0.9,2.0,0.7,10.5,10.0,7.1,10.7,6.0,6,6,6,6,4,26.0,24.7,24.8,25.2,20.9,7.4,4.8,2.7,6.2,2.2,6,4,6,6,5,1016.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,13.0,12.7,12.6,11.8,8.1,0.0,0.0,0.0,0.0,0.0
39defb5d,2,20.6,19.7,18.9,20.4,15.8,1.6,1.3,0.7,1.0,0.5,6.9,7.5,4.2,5.1,3.8,6,5,6,6,3,26.1,24.7,23.1,25.3,21.2,5.1,4.0,1.6,2.8,1.5,6,4,2,6,3,1019.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.3,15.6,15.7,17.4,12.2,0.0,0.0,0.0,0.0,0.0
39e12796,1,23.9,23.0,21.9,24.1,20.4,2.6,1.7,0.8,1.4,0.6,15.3,9.1,8.5,7.1,7.0,3,6,6,2,3,31.5,30.6,29.7,31.7,27.3,9.1,5.0,3.3,4.8,2.7,3,6,6,2,3,1007.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.6,18.5,18.1,19.7,15.5,8.5,0.0,32.0,0.5,2.0
39f25735,2,5.8,5.1,5.0,5.6,3.1,1.1,1.2,1.1,0.6,0.7,5.6,4.9,6.6,4.2,7.6,5,5,3,6,1,13.0,11.2,11.0,11.4,10.5,4.2,3.0,2.2,2.7,3.0,5,5,1,6,3,1017.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.1,1.1,1.7,1.9,-1.0,0.0,0.0,0.0,1.0,1.0
3a85de43,0,6.3,3.9,4.8,6.1,3.6,1.6,1.6,0.8,1.0,0.7,6.7,13.1,5.4,6.4,5.7,6,4,6,6,3,15.6,13.8,12.7,15.8,11.7,4.7,8.1,2.1,3.7,2.4,6,4,6,6,3,1021.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.3,-3.8,-0.4,0.5,-1.4,0.0,0.0,0.0,0.0,0.0
3a99f237,0,17.6,16.9,14.2,17.5,13.6,2.9,2.2,1.1,1.6,1.4,12.1,9.3,7.0,8.0,11.2,6,3,6,0,1,24.5,23.9,21.6,24.4,20.9,7.5,4.7,2.6,4.0,3.9,7,3,6,0,3,1005.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.8,7.9,6.8,10.0,5.8,0.0,0.0,0.0,0.0,0.0
3ad01630,1,21.7,21.0,20.7,21.8,19.0,1.4,1.4,0.6,0.9,0.5,6.1,6.6,4.0,3.7,4.3,6,2,2,6,4,25.6,24.7,23.8,25.3,21.5,4.0,3.9,1.4,2.4,1.6,6,2,5,2,4,1003.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.1,18.4,18.7,19.3,17.1,18.0,18.5,23.0,28.5,51.5
3aea0cf0,2,11.4,11.0,9.0,12.2,7.6,4.2,3.2,1.4,2.6,1.9,20.6,17.0,9.4,16.7,14.2,6,6,0,4,3,19.3,20.1,17.6,20.0,15.6,10.1,7.0,3.0,7.7,5.6,6,6,6,6,3,1001.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.8,6.5,1.3,5.6,2.4,0.0,0.0,0.5,5.0,3.0
3bb4c71e,1,23.9,22.9,21.8,23.0,19.5,2.4,1.2,0.7,0.9,0.5,12.0,7.4,4.6,3.2,5.5,6,6,6,2,6,29.9,28.8,27.1,30.0,25.3,8.4,3.9,2.0,2.1,2.0,6,4,6,2,4,1008.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.6,19.7,18.7,19.7,15.2,5.5,2.0,7.0,4.0,14.0
3bf8b132,2,11.5,9.8,8.9,11.7,6.1,1.7,2.5,1.1,1.0,0.8,10.6,11.1,5.8,5.8,4.2,2,2,2,6,4,19.2,16.3,17.2,20.0,15.3,6.6,6.4,2.0,3.7,2.6,7,2,6,6,4,1010.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.0,4.2,3.8,7.2,-1.0,0.0,0.0,0.0,0.0,0.0
3c69c7ea,2,6.3,6.0,4.2,6.9,1.9,4.8,2.1,0.8,1.4,1.3,16.1,9.1,7.7,8.9,10.5,3,6,6,6,7,10.7,11.8,8.9,12.9,6.5,11.5,5.1,3.1,4.0,4.1,7,3,6,6,7,1010.8,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,1.3,-0.6,-0.7,2.7,-3.0,0.0,0.0,0.0,0.5,0.0
3d388801,2,23.6,22.8,21.1,23.1,18.8,2.3,1.7,1.0,1.4,0.7,10.1,8.6,7.1,6.6,4.4,7,6,6,6,6,30.4,29.6,28.9,30.9,26.5,6.5,4.2,2.3,3.6,2.0,4,6,6,6,4,1009.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.9,17.8,16.4,17.6,14.2,0.0,0.0,0.0,0.0,0.0
3e04840e,2,0.4,-1.1,-1.0,1.0,-3.4,2.3,3.6,1.0,1.7,1.4,11.8,11.0,7.9,10.2,9.0,2,2,6,2,3,6.6,3.9,4.4,7.6,1.7,7.7,7.1,2.9,5.1,3.4,2,2,6,2,3,1014.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.7,-4.8,-5.6,-3.8,-8.7,0.0,0.0,0.0,0.0,0.0
3e563c1e,2,26.9,26.0,24.7,26.1,22.2,1.9,1.1,1.1,1.3,0.7,9.6,5.3,6.1,5.3,5.4,7,4,7,7,6,34.8,33.7,32.1,35.7,30.7,5.6,2.4,2.6,3.2,2.0,7,6,6,6,4,1007.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,21.0,19.5,20.0,20.0,16.5,0.0,0.0,0.0,0.0,0.0
3ece1004,2,14.9,13.2,13.8,14.4,11.4,3.7,3.7,1.5,1.4,1.4,16.2,14.2,6.9,9.0,7.1,2,2,2,6,5,24.0,21.8,24.5,26.9,22.0,9.0,9.0,2.9,4.7,3.0,2,2,6,6,5,1014.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.5,3.4,4.8,4.7,1.2,0.0,0.0,0.0,0.0,0.0
3f25cafa,2,9.3,8.0,7.9,10.0,6.3,3.2,1.9,0.9,1.4,1.1,13.1,11.2,7.8,8.1,9.0,7,4,6,6,3,15.8,15.0,13.8,17.4,11.3,9.6,6.2,2.2,4.6,3.2,6,6,6,6,3,1010.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.5,2.6,1.6,3.8,-1.2,0.0,0.0,0.0,0.0,0.0
3f2bbd24,0,26.3,25.0,23.5,26.7,21.8,2.9,1.6,0.5,1.6,0.7,10.1,7.5,4.3,7.7,5.7,6,6,6,6,6,30.9,30.9,29.3,33.0,27.6,6.3,4.6,1.9,4.7,2.2,6,6,6,6,6,999.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.5,21.3,20.1,23.0,18.1,0.0,0.5,3.5,0.0,0.0
3f42a5ae,2,11.1,11.5,10.0,10.8,7.4,1.3,2.0,1.1,0.7,0.9,6.5,10.9,5.8,4.7,7.1,1,2,3,5,1,20.6,22.0,18.3,20.8,18.8,5.3,6.2,2.2,2.3,3.1,3,2,2,6,3,1012.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.5,3.7,5.4,4.4,0.3,0.0,0.0,0.0,0.0,0.0
3f59fa1f,2,13.2,11.9,12.2,14.4,9.4,2.6,3.4,1.0,1.7,1.2,13.4,15.4,7.0,10.9,9.8,7,2,7,6,3,22.7,21.5,21.8,23.4,18.7,8.4,9.2,2.5,4.9,4.2,7,2,6,6,3,1005.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,6.7,5.0,6.2,7.1,1.4,0.0,0.0,0.0,0.0,0.0
3fc5dba9,2,1.7,1.4,-0.2,1.6,-2.2,1.7,1.9,0.9,1.1,1.1,10.1,8.0,7.7,9.4,8.6,7,3,2,6,3,7.4,5.9,4.8,8.2,1.5,6.6,4.8,2.4,5.0,3.2,7,1,0,6,3,1016.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.3,-2.5,-2.9,-3.0,-6.9,0.0,0.0,0.0,0.5,0.0
40628d59,1,24.4,22.8,21.6,23.5,18.9,3.2,2.2,0.9,1.0,0.6,11.5,10.7,5.6,5.2,5.9,7,6,6,6,3,29.6,28.9,27.9,31.0,26.8,7.6,6.4,2.1,2.9,2.1,7,6,6,6,1,1002.6,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.6,15.7,17.3,18.2,12.8,0.0,0.0,0.5,0.0,0.5
40a1af1c,2,9.9,8.1,8.1,10.1,5.0,2.0,2.9,1.1,0.9,0.7,9.0,13.4,6.1,5.5,6.0,5,1,2,6,3,17.6,15.7,16.3,18.7,13.9,5.4,8.3,2.3,3.7,1.9,2,2,6,6,3,1014.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.1,2.2,2.8,4.3,-0.2,0.0,0.0,0.0,0.0,0.0
40a36c1d,2,20.1,20.0,19.5,20.9,16.2,1.8,1.6,1.1,1.5,0.8,8.4,9.0,6.3,6.8,6.5,6,6,6,6,4,26.1,25.0,27.0,28.3,23.6,5.5,5.1,2.3,4.5,2.8,4,6,6,6,6,1009.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.8,15.6,14.3,15.5,10.8,0.0,0.5,0.0,0.0,0.0
40c836a7,2,13.6,13.7,12.5,13.0,9.7,2.4,2.7,1.6,1.9,1.2,13.1,10.4,8.9,11.4,8.7,4,6,6,6,4,24.9,24.7,20.8,24.3,21.0,8.7,6.3,3.3,6.7,3.7,7,6,6,6,3,1013.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,5.2,3.0,4.7,3.3,0.6,0.0,0.0,0.0,0.0,0.0
41337c04,1,3.4,2.5,2.3,3.7,-0.7,2.3,2.2,1.0,1.1,0.7,9.9,10.2,6.3,8.0,6.7,7,6,6,6,6,12.7,11.8,11.7,13.5,9.5,7.1,6.1,3.0,4.6,2.7,7,6,6,7,6,1018.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-4.7,-6.8,-4.3,-4.4,-8.6,0.0,0.0,0.0,0.0,0.0
41e6ee33,2,19.4,19.7,17.6,20.5,15.4,2.1,2.5,0.9,1.7,0.7,10.9,10.2,5.6,9.2,5.6,3,6,6,6,6,27.5,28.3,26.8,29.1,23.8,7.9,6.1,2.5,5.3,2.5,3,6,6,6,6,1000.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.5,14.8,14.3,16.2,10.9,2.5,21.0,3.5,2.0,2.5
422be7a4,0,21.9,20.7,20.2,21.9,18.1,1.8,1.2,0.7,1.0,0.7,6.6,7.9,5.7,6.1,7.5,6,4,6,6,3,27.3,26.9,27.3,28.5,25.1,4.7,4.2,2.1,3.9,2.9,6,4,6,6,1,1011.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,17.5,16.0,16.2,16.8,12.0,20.0,12.5,30.0,13.5,28.0
42416e2d,2,4.4,3.7,3.8,5.0,1.9,1.0,2.0,0.8,0.4,0.1,5.4,8.6,4.2,3.5,1.9,0,2,0,2,3,6.2,5.9,5.7,6.5,4.5,3.2,4.6,1.6,2.1,0.9,0,2,2,2,3,1017.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,3.4,2.2,2.2,3.6,0.7,19.5,16.0,15.5,21.0,15.5
42d25c52,2,7.1,1.8,5.1,7.4,3.8,2.5,0.4,1.0,1.0,0.8,12.5,2.2,8.1,7.1,8.6,6,5,6,6,1,14.6,2.1,11.6,16.4,12.1,9.6,1.4,2.8,3.6,3.8,6,5,6,2,3,1020.3,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,2.2,1.1,0.5,1.1,-1.7,0.0,0.0,0.0,0.5,0.0
43533ec2,1,12.2,10.7,11.3,12.7,9.5,2.3,2.9,1.2,2.1,1.2,12.9,13.7,8.3,10.5,8.5,7,2,6,3,4,21.7,19.6,20.3,22.7,18.6,8.8,8.6,3.4,6.1,3.8,7,2,6,6,3,1009.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,4.6,4.1,4.3,4.2,1.0,0.0,0.0,0.0,0.0,0.0
443e5417,2,22.9,22.3,21.4,21.9,18.8,2.9,2.2,0.7,0.8,0.5,9.3,10.6,5.1,3.4,3.4,6,6,6,2,4,26.3,26.5,26.6,25.0,22.9,6.4,6.1,2.0,2.3,2.0,6,6,6,2,6,1002.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.7,18.7,18.7,19.4,14.7,0.0,0.0,0.0,2.5,1.5
44eefeed,0,20.8,20.2,19.7,21.3,17.8,1.3,1.0,0.5,0.8,0.4,5.0,4.6,3.4,4.4,3.7,3,2,2,6,6,25.5,24.1,24.2,25.9,22.2,2.9,2.9,1.6,2.6,1.6,3,2,0,6,4,1019.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.3,17.7,17.6,17.6,14.0,23.5,0.0,8.5,26.0,35.0
458b92c8,2,4.9,3.8,2.2,4.5,1.6,3.7,2.4,0.5,1.3,1.8,14.7,9.4,5.2,6.9,9.7,7,4,6,6,3,10.2,9.6,5.3,11.3,6.6,11.4,5.8,1.9,3.9,3.8,7,6,6,6,3,1010.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,0.5,-0.6,0.2,0.4,-2.1,0.0,0.0,3.0,0.0,1.5
45c7cc36,2,0.7,-0.8,-1.7,0.9,-3.6,4.5,3.1,0.4,1.5,1.3,12.8,11.8,4.7,9.5,10.5,6,4,6,0,6,3.8,5.0,-0.2,5.4,0.4,8.0,7.0,1.9,5.2,3.7,6,6,6,0,7,1017.4,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-3.5,-5.2,-3.2,-2.5,-9.0,0.0,0.0,1.0,0.0,0.0
46032ed0,2,27.1,26.0,24.6,26.9,22.8,2.3,1.4,0.8,1.5,0.6,10.7,8.0,4.2,7.4,5.8,6,6,2,6,1,34.6,33.0,31.3,35.6,30.1,7.0,4.7,1.6,4.5,2.2,4,6,6,6,1,1007.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,23.0,20.4,20.4,21.4,17.5,0.0,0.0,0.0,0.0,0.0
46e481ec,2,20.8,20.4,19.4,21.2,16.1,1.9,1.6,0.8,1.2,0.6,9.4,8.3,4.9,5.5,4.7,6,5,6,6,6,28.3,28.1,27.0,29.1,25.0,5.9,4.6,2.1,3.4,2.0,6,4,6,6,6,1016.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,15.7,15.7,15.6,16.3,10.5,0.0,0.0,0.0,0.0,0.0
474b3a5c,1,17.4,16.6,15.6,17.4,13.4,2.1,2.2,1.1,1.7,0.8,10.3,10.7,7.7,7.6,7.4,4,6,7,6,3,25.4,24.6,22.2,24.8,22.1,6.7,5.4,2.8,4.8,3.1,4,4,6,6,3,1015.2,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,10.2,8.8,9.9,9.6,6.1,0.0,0.0,0.0,0.0,0.0
48113d0d,2,6.7,5.9,4.3,6.8,2.6,2.2,1.3,1.1,1.2,1.0,12.1,7.2,6.5,6.7,7.5,3,6,6,6,6,14.9,14.7,13.4,16.4,11.4,8.6,4.1,2.9,3.3,3.1,7,6,6,6,3,1017.0,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.7,-2.2,-2.7,-0.7,-4.5,0.0,0.0,0.0,0.0,0.0
482285fd,2,2.0,1.2,-0.6,2.8,-1.5,2.4,1.9,0.7,1.1,0.9,12.1,11.7,4.8,7.1,9.0,6,4,6,2,6,7.3,8.0,3.3,8.6,4.5,6.8,6.7,1.7,3.9,3.5,6,4,2,0,3,1015.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-2.6,-4.8,-3.4,-2.5,-7.1,0.0,0.0,0.0,0.0,0.0
48388f9f,2,6.5,6.2,4.3,7.3,2.3,5.2,5.9,1.3,2.2,1.7,16.6,15.9,9.2,11.3,10.0,6,4,6,6,3,13.0,12.6,10.0,11.6,8.6,9.9,9.7,3.3,6.1,4.5,7,4,6,6,3,1000.7,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,-0.9,-1.9,-1.5,1.8,-3.4,0.5,0.0,5.5,1.5,1.0
484c2e5b,2,23.2,21.7,21.4,22.9,19.1,1.9,3.3,0.9,1.0,0.7,8.8,9.9,5.9,6.4,5.7,2,2,5,6,4,30.3,28.7,29.3,30.1,25.4,5.3,6.4,2.3,3.0,2.9,2,2,6,6,4,1008.1,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,18.9,15.7,16.8,19.4,16.0,0.0,0.0,1.5,0.0,0.0
49009861,2,22.5,22.1,21.4,21.9,18.5,1.3,1.2,0.7,1.2,0.4,5.4,9.5,3.9,5.4,2.5,6,1,6,6,4,26.0,25.3,24.5,26.9,22.3,3.3,4.4,1.5,3.3,1.3,6,1,6,6,6,1001.9,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,19.8,18.5,18.7,17.8,14.6,0.0,0.0,0.0,8.0,0.5
494a0415,1,21.8,21.5,21.2,21.4,19.0,1.3,1.4,0.2,0.8,0.3,5.2,5.8,2.4,3.2,3.3,6,6,0,2,3,23.5,23.7,22.4,23.7,20.9,3.5,3.4,0.9,2.2,1.7,6,6,7,2,3,1006.5,1010.2162544169602,1010.2162544169602,1010.2162544169602,1010.2162544169602,20.7,20.5,20.3,20.0,17.3,35.5,25.0,47.5,61.5,57.0
